Author#Title#Summary#Subjects
Ibsen, Henrik, 1828-1906#A Doll's House : a play#"""A Doll's House"" by Henrik Ibsen is a three-act play written during the late 19th century. The story revolves around Nora Helmer and her seemingly perfect marriage to Torvald Helmer, as well as themes of gender roles, deception, and the struggle for identity within the constraints of societal expectations.  At the start of the play, we meet Nora, who enters her home in high spirits, preparing for Christmas and eagerly discussing her acquisitions with her husband, Torvald. Their playful banter reveals Nora's childlike demeanor and Torvald's patronizing affection for her. As they converse, it becomes evident there are underlying tensions: Nora has kept a significant secret involving a loan she took out to save Torvald's life during an illness. The arrival of Nora's old friend, Mrs. Linde, introduces additional complexity to the narrative. Their conversation hints at Nora’s hidden struggles and foreshadows the impending conflict as Krogstad, who has connections to Nora’s loan, enters the picture, setting the stage for the unfolding drama. (This is an automatically generated summary.)"#['Marriage -- Drama', 'Man-woman relationships -- Drama', 'Norwegian drama -- Translations into English', 'Wives -- Drama']
Alcott, Louisa May, 1832-1888#Little Women; Or, Meg, Jo, Beth, and Amy#"""Little Women; Or, Meg, Jo, Beth, and Amy"" by Louisa May Alcott is a classic novel written in the mid-19th century. The story revolves around the lives and experiences of four sisters—Meg, Jo, Beth, and Amy March—as they navigate the challenges of growing up in a modest household during the American Civil War. The novel explores themes of family, sacrifice, and the pursuit of personal dreams, showcasing the distinct personalities and aspirations of each sister.  The opening of the book introduces readers to the March sisters, who are grappling with their financial struggles and longing for a more comfortable life. As they gather around the fire to express their frustrations about being poor, their mother reinforces the idea that they should embrace gratitude and make sacrifices for those suffering during the war, particularly their father, who is away serving as a chaplain. This chapter sets the tone for the sisters' individual journeys, highlighting their different approaches to hardship—Meg longs for material wealth, Jo is a spirited tomboy who craves independence, Beth is the gentle peacemaker, and Amy is the aspiring artist concerned with appearances. Through their interactions and hopes, Alcott paints a vivid picture of their lives, filled with warmth, humor, and the bonds of sisterhood. (This is an automatically generated summary.)"#['Autobiographical fiction', 'Young women -- Fiction', 'Sisters -- Fiction', 'Domestic fiction', 'Family life -- New England -- Fiction', 'New England -- Fiction', 'Bildungsromans', 'Mothers and daughters -- Fiction', 'March family (Fictitious characters) -- Fiction']
Montgomery, L. M. (Lucy Maud), 1874-1942#The Blue Castle: a novel#"""The Blue Castle"" by L. M. Montgomery is a novel written in the early 20th century. The story centers around Valancy Stirling, a nearly thirty-year-old woman who feels trapped in her life as an unmarried woman in a family that shows little regard for her. The opening of the novel introduces Valancy's bleak existence, characterized by a suffocating home life and a longing for romance and meaning that she has never experienced.  At the start of the book, Valancy awakens on a rainy morning weighed down by her impending birthday and the realization of her unfulfilled life. As she reflects on her circumstances, the reader gains insight into her despair and her dreams of an idealized life represented by her fantastical ""Blue Castle."" She feels oppressed by her family's expectations and by her status as a ""hopeless old maid."" Valancy's introspection reveals both her sense of humor and her deep-rooted sorrow, setting the stage for the profound changes that her impending fate may bring. The subsequent narrative promises to explore themes of self-discovery and rebellion against familial constraints as Valancy contemplates her situation. (This is an automatically generated summary.)"#['Self-actualization (Psychology) -- Fiction', 'Single women -- Fiction', 'Choice -- Fiction', 'Canada -- History -- 1914-1945 -- Fiction', 'Romance fiction', 'Love -- Fiction', 'Young adult fiction']
Stoker, Bram, 1847-1912#Dracula#"""Dracula"" by Bram Stoker is a Gothic horror novel written in the late 19th century. The story unfolds through a series of letters, journal entries, and newspaper clippings, primarily following the experiences of Jonathan Harker, a young English solicitor. Harker’s journey takes him to Transylvania, where he encounters the enigmatic Count Dracula, setting a thrilling and mysterious tone that delves into themes of fear, seduction, and the supernatural.  The opening of the novel presents Jonathan Harker’s journal entries, marking the beginning of his travels to meet Count Dracula regarding a real estate transaction. Harker describes his train journey through the picturesque landscapes of eastern Europe, highlighting the eerie atmosphere and local superstitions that hint at the challenges he will face. Upon arriving at the Count's castle, Harker senses unease, especially when local villagers express concern and give him protective charms against evil spirits. The tension escalates as Harker meets Dracula, who, while courteous, exhibits strange and unsettling behavior. Kafkaesque and claustrophobic, the initial chapters effectively set the stage for Harker’s realization that he is trapped in Dracula’s world, creating an eerie, suspenseful foundation for the unfolding narrative. (This is an automatically generated summary.)"#['Horror tales', 'Epistolary fiction', 'Gothic fiction', 'Vampires -- Fiction', 'Dracula, Count (Fictitious character) -- Fiction', 'Transylvania (Romania) -- Fiction', 'Whitby (England) -- Fiction']
Fitzgerald, F. Scott (Francis Scott), 1896-1940#The Great Gatsby#"""The Great Gatsby"" by F. Scott Fitzgerald is a novel written in the early 20th century. The story is mainly narrated by Nick Carraway, who reflects on the life of his enigmatic neighbor, Jay Gatsby, and the extravagant world of wealth and excess he inhabits. The novel explores themes of the American Dream, love, and social class.  At the start of the novel, Nick Carraway reflects on advice from his father about withholding judgment of others, which sets the stage for the unfolding narrative. We learn about Nick's background, his move to West Egg, and his connection to wealthy acquaintances like Tom and Daisy Buchanan. Nick's first glimpse of Gatsby is during a moment of solitude when he sees Gatsby reaching out toward a distant green light, symbolizing his unattainable dreams. This opening portion lays the groundwork for the intricate relationships and social dynamics in the world of 1920s America, hinting at the luxurious yet hollow lives that many characters lead. (This is an automatically generated summary.)"#['Psychological fiction', 'First loves -- Fiction', 'Married women -- Fiction', 'Rich people -- Fiction', 'Long Island (N.Y.) -- Fiction']
Von Arnim, Elizabeth, 1866-1941#The Enchanted April#"""The Enchanted April"" by Elizabeth Von Arnim is a novel written in the early 20th century. The story revolves around four women who seek a transformative escape from their mundane lives in cold, rainy England to the alluring sunshine of a mediaeval castle in Italy. The main characters introduced are Mrs. Wilkins and Mrs. Arbuthnot, both of whom are discontented with their respective circumstances and longing for a change.  At the start of the novel, Mrs. Wilkins, feeling trapped in her drab life, stumbles upon an advertisement for a rental castle in Italy while at a Women's Club in London. Drawn to the idea of warmth and beauty, she impulsively starts a conversation with the similarly yearning Mrs. Arbuthnot. As they discuss the advertisement, an unexpected bond forms, leading them to consider sharing the castle with two other women to make the plan financially feasible. This opening sets the stage for an uplifting journey where the characters’ quest for personal joy and freedom unfolds against the backdrop of picturesque Italy, suggesting themes of self-discovery and the rejuvenating power of adventure. (This is an automatically generated summary.)"#['Love stories', 'Domestic fiction', 'Italy -- Fiction', 'Female friendship -- Fiction', 'British -- Italy -- Fiction']
Wilde, Oscar, 1854-1900#The Picture of Dorian Gray#"""The Picture of Dorian Gray"" by Oscar Wilde is a novel written during the late 19th century. The story explores themes of art, beauty, and morality, centering on the life of a young man named Dorian Gray, who becomes entranced by his own beauty and the hedonistic philosophies of Lord Henry Wotton. As Dorian gains fame and pleasure through his youthful looks, he grapples with the implications of vanity and the cost of immortality.  At the start of the novel, we are introduced to Lord Henry Wotton and the artist Basil Hallward, who has painted a stunning portrait of Dorian Gray. Basil is deeply enamored with Dorian's beauty and harbors a secret affection for him. The opening chapters establish the dynamic between Lord Henry's cynical worldview and Basil's idealism, culminating in Dorian's arrival in the studio. Dorian's first encounter with Lord Henry sparks a transformative moment; as they converse, Dorian is exposed to Henry’s hedonistic philosophies, which shape his perception of beauty and life. The chapter sets a tone that hints at the foreboding price Dorian may pay for his fascination with youth and aesthetic pleasure. (This is an automatically generated summary.)"#['Didactic fiction', 'Supernatural -- Fiction', 'Conduct of life -- Fiction', 'Portraits -- Fiction', 'Great Britain -- History -- Victoria, 1837-1901 -- Fiction', 'London (England) -- History -- 1800-1950 -- Fiction', 'Appearance (Philosophy) -- Fiction', 'Paranormal fiction']
Gaskell, Elizabeth Cleghorn, 1810-1865#Cranford#"""Cranford"" by Elizabeth Cleghorn Gaskell is a novel written in the mid-19th century. The story unfolds in a small English village dominated by women, where men are conspicuously absent from social life. The narrative is rich with observations about the peculiar rituals, customs, and dynamics of the tight-knit community, primarily focusing on the lives of its female inhabitants, including the amiable and kind-hearted Miss Matty and the spirited Captain Brown, who disrupts their tranquil existence.  At the start of ""Cranford,"" we are introduced to the unique social structure of the village, characterized by its predominantly female residents who manage their affairs without the presence of men, aside from the occasional visitor. The opening chapter humorously details the societal norms and the unspoken rules that govern interactions, such as visiting etiquette and the preference for economy over ostentation. Key characters like the gentle Miss Matty and the charismatic Captain Brown are introduced, hinting at a deeper exploration of human relationships and character development as the story progresses. Through the eyes of the narrator, the reader gets a glimpse into the endearing quirks and camaraderie of the Cranford community, setting the stage for the unfolding tales of friendship, love, and social commentary that define this charming novel. (This is an automatically generated summary.)"#['England -- Fiction', 'Sisters -- Fiction', 'Pastoral fiction', 'Villages -- Fiction', 'Older women -- Fiction', 'Female friendship -- Fiction']
Smollett, T. (Tobias), 1721-1771#The Adventures of Ferdinand Count Fathom — Complete#"""The Adventures of Ferdinand Count Fathom"" by Tobias Smollett is a satirical novel written in the mid-18th century. The narrative follows the cunning and morally ambiguous character of Ferdinand Count Fathom, a man of mysterious parentage armed with an extraordinary talent for deception and manipulation. The story sets the stage for themes of vice and virtue, exploring Fathom’s escapades and schemes as he navigates a world ripe for exploitation.  The opening of the novel introduces Fathom in an unusual light—born under strange circumstances to a mother who flitted between roles in military encampments and armies. We explore the early influence of his mother, an adventurous and fierce figure whose exploits paint a picture of a wild and unrestrained environment. As Fathom grows, he exhibits a blend of charisma and villainy, drawing the attention of powerful patrons while developing ambitions of his own. With a sharp wit and an ability to adapt, he becomes both an object of admiration and contempt, preparing the reader for a complex journey through deceit, ambition, and the nature of morality. (This is an automatically generated summary.)"#['Gothic fiction', 'Adventure stories']
Smollett, T. (Tobias), 1721-1771#The Expedition of Humphry Clinker#"""The Expedition of Humphry Clinker"" by Tobias Smollett is a novel written during the mid-18th century. This humorous work explores the journey and misadventures of the Bramble family and their companions as they travel through Wales and England, providing a satirical glimpse into the social and cultural life of the time. The story is primarily told through a series of letters, offering a diverse range of perspectives from its characters, including the hypochondriac Matthew Bramble and his lively niece, Lydia Melford.  The opening of the novel introduces several key characters through a series of letters among various recipients. The narrative begins with Jonathan Dustwich, who writes to Mr. Henry Davis about his plans to publish a collection of letters, asserting the importance of their content. We also meet Matthew Bramble, who expresses his ailments and frustrations with familial responsibilities, alluding to troublesome interactions with his niece’s romantic interests. As they prepare for a trip to the Hot Well in Bristol, the Bramble family’s dynamic begins to unfold, hinting at both familial loyalty and the conflicts that arise from their contrasting personalities. Ultimately, the beginning sets the stage for a blend of comedy, social commentary, and insight into human relationships throughout their journey. (This is an automatically generated summary.)"#['Epistolary fiction', 'Travelers -- Fiction', 'Great Britain -- Fiction']
Smollett, T. (Tobias), 1721-1771#The Adventures of Roderick Random#"""The Adventures of Roderick Random"" by Tobias Smollett is a novel written in the early 18th century. The book follows the life and misadventures of Roderick Random, an orphan navigating a world rife with challenges, cruelty, and injustice. As he grows from a neglected child into a young man, Roderick's journey is marked by both comedic elements and social satire.  At the start of the novel, Roderick Random recounts his difficult birth into a life of hardship, beginning with the aversion of his wealthy grandfather to his parents' union. The narrative unfolds through a vivid portrayal of Roderick's childhood, where he faces animosity from his relatives and mistreatment at school. Despite his hardships, Roderick displays resilience and cunning, emboldened by friendships with fellow outcasts. He breaks free from his grim circumstances upon moving to a new setting, where an encounter with his uncle leads him to a supportive environment, setting the stage for his future adventures. Throughout this opening, readers are introduced to a world filled with humor, familial conflict, and early struggles as Roderick seeks a better existence amid adversity. (This is an automatically generated summary.)"#['Sea stories', 'England -- Fiction', 'Picaresque literature', 'Rogues and vagabonds -- Fiction', 'Sailors -- Fiction', 'Warships -- Fiction', 'Scots -- England -- Fiction', 'Impressment -- Fiction']
Fielding, Henry, 1707-1754#History of Tom Jones, a Foundling#"""The History of Tom Jones, A Foundling"" by Henry Fielding is a novel written in the early 18th century. The narrative revolves around the life of Tom Jones, a foundling raised by the benevolent Squire Allworthy, exploring themes of morality, love, and social class. The story is rich in characters and details, illustrating the intricacies of human nature and society’s response to vice and virtue.  At the start of the novel, Fielding introduces Squire Allworthy as a compassionate and virtuous landowner who returns home from London to discover an infant boy, Tom, wrapped in linens in his bed. This event sets the stage for Tom's upbringing, as Allworthy decides to raise him as his own, despite the stigma attached to his illegitimate birth. The narrative also includes a humorous and philosophical commentary on human nature, inviting the reader to reflect on the follies and virtues of society through the interactions of characters like Allworthy, his sister Bridget, and the housekeeper Deborah. As Allworthy navigates the challenges of incorporating Tom into his life, the novel presents an exploration of how society views morality, innocence, and the social implications of being a ""bastard"" in a judgmental world. (This is an automatically generated summary.)"#['Humorous stories', 'England -- Fiction', 'Bildungsromans', 'Young men -- Fiction', 'Foundlings -- Fiction', 'Identity (Psychology) -- Fiction']
Wagner, Richard, 1813-1883#My Life — Volume 1#"""My Life — Volume 1"" by Richard Wagner is an autobiographical work written in the mid-19th century. This volume details the early years and formative experiences of the famed composer, from his childhood in Leipzig to his early professional endeavors around 1842. The book reflects on Wagner's family background, his introduction to music, and the influences that shaped his artistic journey.  The opening of this autobiographical account begins with Wagner’s birth and the immediate aftermath of his father's death, which left his family in difficult circumstances. He describes his stepfather's pivotal role in his upbringing and education, as well as the vibrant cultural environment he was immersed in, including his early encounters with the theatre and music. Throughout the narrative, Wagner recounts his childhood memories, the struggles with education, and the blossoming of his musical talent, which ultimately sets the stage for his future career as a composer. The reader is drawn into the emotions and aspirations of a young artist at the brink of discovering his calling, with significant events, relationships, and sentiments foreshadowing the remarkable life he would lead. (This is an automatically generated summary.)"#['Wagner, Richard, 1813-1883', 'Composers -- Germany -- Biography']
Maquet, Auguste, 1813-1888#Twenty years after#"""Twenty Years After"" by Alexandre Dumas and Auguste Maquet is a historical novel written in the mid-19th century. It serves as the sequel to ""The Three Musketeers"" and continues the adventurous saga of D'Artagnan and his friends—Athos, Porthos, and Aramis. This installment delves into their lives twenty years after the original tale, exploring themes of friendship, loyalty, and political intrigue against the backdrop of a tumultuous France.  At the start of ""Twenty Years After,"" the reader is introduced to the political discontent in France following the death of Cardinal Richelieu. Cardinal Mazarin, his successor, finds himself in troubling times marked by public outrage against the government. The opening scene is set in the Palais Royal where Mazarin contemplates his precarious position amidst rising unrest. We witness D’Artagnan, now older but no less courageous, as he prepares to navigate this new political landscape. The narrative unveils immediate tensions as D’Artagnan is called to assist Mazarin, and we see hints of past friendships and alliances which will come into play as tensions rise. This opening part lays the groundwork for an epic blend of action, political maneuvering, and the enduring camaraderie of the central characters. (This is an automatically generated summary.)"#['France -- History -- Louis XIV, 1643-1715 -- Fiction']
Wilde, Oscar, 1854-1900#The Importance of Being Earnest: A Trivial Comedy for Serious People#"""The Importance of Being Earnest: A Trivial Comedy for Serious People"" by Oscar Wilde is a play written in the late 19th century. This witty farce revolves around the theme of mistaken identities and the absurdities of Victorian society, focusing on the lives of two friends, John Worthing and Algernon Moncrieff, who both assume fictitious personas to escape their societal obligations.   The opening of the play establishes Algernon Moncrieff's opulent flat, where he converses with his manservant Lane about the complexity of life and marriage. John Worthing, or ""Ernest"" in town, visits Algernon, expressing his purpose of proposing to Gwendolen Fairfax, Algernon's cousin. Through clever dialogue, the two men discuss their escapades and the concept of ""Bunburying,"" a euphemism for creating a fictional identity to avoid responsibilities. This sets the stage for comedic misunderstandings and romantic entanglements that unfold as they both navigate their relationships with the women in their lives, Gwendolen and Cecily Cardew. (This is an automatically generated summary.)"#['Comedies', 'England -- Drama', 'Identity (Psychology) -- Drama', 'Foundlings -- Drama']
Kafka, Franz, 1883-1924#Metamorphosis#"""Metamorphosis"" by Franz Kafka is a novella written during the late 19th century. The book explores themes of alienation and identity through the strange and tragic transformation of its main character, Gregor Samsa, who wakes up one morning to find himself turned into a grotesque insect. The story grapples with Gregor's struggle to adapt to his new physical form and its implications for his family, shedding light on societal expectations and familial responsibilities.  The opening of ""Metamorphosis"" presents an unsettling scene as Gregor Samsa discovers his shocking metamorphosis. Initially confused and in discomfort, he reflects on his life as a travelling salesman and the burdens of his job, all while grappling with the absurdity of his situation. As he struggles to get out of bed, the concern of his family begins to stir. His mother knocks on his door, anxious about his tardiness for work, and this prompts a cascade of worry for Gregor about how his family will react to his transformation. Despite his efforts to communicate and reassure them, the fear and misunderstanding stemming from his condition quickly become apparent. This launch into the bizarre and tragic sets the tone for the exploration of alienation and familial dynamics that unfolds throughout the novella. (This is an automatically generated summary.)"#['Psychological fiction', 'Metamorphosis -- Fiction']
Twain, Mark, 1835-1910#Adventures of Huckleberry Finn#"""Adventures of Huckleberry Finn"" by Mark Twain is a novel likely written in the late 19th century. The book explores the adventures of a young boy named Huckleberry Finn as he grapples with themes of freedom, morality, and societal expectations against the backdrop of the pre-Civil War American South. The narrative takes place as Huck escapes his restrictive life and embarks on a journey down the Mississippi River, where he encounters various characters that challenge his understanding of right and wrong.  The opening of the book introduces Huck Finn, the protagonist, reflecting on his life before the events of the story, specifically referencing his previous adventures with Tom Sawyer. Huck describes his uncomfortable life with the Widow Douglas, who is trying to civilize him, and informs the reader about his father's abusive behavior and his desire to escape. The groundwork is laid for his quest for freedom and individuality, as he is soon joined by Jim, a runaway slave, hinting at the deeper moral complexities that will unfold throughout their journey. The tone is light-hearted yet critical, establishing Huck's voice and his perspective on the absurdities of societal norms. (This is an automatically generated summary.)"#['Humorous stories', 'Bildungsromans', 'Boys -- Fiction', 'Male friendship -- Fiction', 'Adventure stories', 'Missouri -- Fiction', 'Race relations -- Fiction', 'Runaway children -- Fiction', 'Finn, Huckleberry (Fictitious character) -- Fiction', 'Fugitive slaves -- Fiction', 'Mississippi River -- Fiction']
